object_id,short_description,observing_notes,best_seen,difficulty_naked_eye,difficulty_binocular,difficulty_small_scope,difficulty_medium_scope,difficulty_large_scope
caldwell-C100,"C100 comprende il giovane Ammasso Lambda Centauri immerso nella nebulosa a emissione IC 2944, nel Centauro. Le stelle luminose occupano un campo molto più facile del tenue gas circostante, entro il quale piccole nubi oscure segnano le regioni di formazione stellare.","Inquadra prima l'ammasso con prismatici o un telescopio a campo largo, senza filtro. Sotto un cielo australe scuro prova poi un UHC per il debole gas di IC 2944; le piccole nubi oscure richiedono più apertura e ottima trasparenza.",Primavera boreale (autunno australe),Difficile,Facile,Facile,Facile,Facile
caldwell-C101,"NGC 6744 è una grande spirale nel Pavone, spesso confrontata con la Via Lattea per il nucleo allungato e i bracci ricchi di polvere e formazione stellare. Nelle immagini il centro giallastro, dominato da stelle più vecchie, contrasta con le regioni giovani dei bracci esterni.",Con un piccolo telescopio C101 appare come un alone ampio e debole attorno a un nucleo più luminoso. Parti dal minimo ingrandimento che inquadra bene i suoi 16′ × 10′; cielo trasparente e lunga visione distolta sono più utili di altra potenza per seguire il disco.,Estate boreale (inverno australe),Non realistico,Difficile,Media,Media,Facile
caldwell-C102,"IC 2602, le Pleiadi del Sud, è un ammasso aperto vicino e molto esteso nella Carena, dominato da Theta Carinae. Il gruppo supera il diametro apparente della Luna piena: la stella brillante guida l’identificazione, ma serve un campo largo per riconoscere le compagne distribuite intorno.","Le Pleiadi Australi sono già evidenti a occhio nudo attorno a Theta Carinae; usa prismatici o almeno 1,5° di campo per includerne la disposizione completa. Un telescopio a potenza media serve solo per coppie e colori, non per la vista d'insieme.",Primavera boreale (autunno australe),Media,Facile,Facile,Facile,Facile
caldwell-C103,"La Tarantola, o 30 Doradus, è una gigantesca regione di formazione stellare nella Grande Nube di Magellano, non nella Via Lattea. Stelle estremamente massicce illuminano e scavano il gas circostante, creando filamenti e cavità. NGC 2070 identifica la concentrazione stellare centrale associata a questo complesso nebulare.","La Tarantola è molto più estesa del solo nodo NGC 2070: usa il minimo ingrandimento e un campo largo per seguire archi e cavità nella Grande Nube di Magellano. Un filtro UHC aumenta il contrasto del gas, ma attenua il ricco campo stellare.",Inverno boreale (estate australe),Non realistico,Media,Facile,Facile,Facile
caldwell-C104,"NGC 362 è un globulare del Tucano proiettato vicino alla Piccola Nube di Magellano, ma appartenente alla Via Lattea. È relativamente giovane per la sua classe: le sue stelle risultano di due o tre miliardi di anni più giovani di quelle di molti altri globulari galattici.","C104 è un globulare brillante davanti al campo della Piccola Nube di Magellano, non un suo membro. Un aumento medio mette in risalto il nucleo compatto; confrontalo nello stesso cielo con il più esteso 47 Tucanae.",Autunno boreale (primavera australe),Non realistico,Difficile,Facile,Facile,Facile
caldwell-C105,"NGC 4833 è un globulare della Mosca, a circa 22.000 anni luce, popolato da stelle antiche della Via Lattea. Fu individuato da Lacaille durante il soggiorno in Sudafrica del 1751. Non è tra i globulari più spettacolari nei piccoli strumenti: la lettura della popolazione stellare richiede maggiore apertura.",La polvere interstellare attenua e arrossa C105: trasparenza e culminazione contano più di un forte ingrandimento. Usa un campo medio per cogliere l'alone irregolare e aumenta solo se il bordo rimane ben visibile.,Primavera boreale (autunno australe),Non realistico,Difficile,Facile,Facile,Facile
caldwell-C106,"47 Tucanae, NGC 104, è un globulare luminosissimo con almeno mezzo milione di stelle, fortemente addensate verso il centro. Si vede vicino alla Piccola Nube di Magellano, ma è un oggetto della Via Lattea molto più vicino. Il nucleo compatto e l’ampio alone definiscono due scale da esplorare.","Usa un campo medio per includere l'alone, poi aumenta l'ingrandimento per risolvere la periferia e studiare il nucleo.",Autunno boreale (primavera australe),Difficile,Media,Facile,Facile,Facile
caldwell-C107,C107 (NGC 6101) è un globulare remoto e insolitamente poco concentrato nell'Uccello del Paradiso. Il suo alone largo e uniforme non sviluppa un nucleo dominante: sotto un cielo buio appare come una nube delicata che aperture maggiori trasformano in una trama stellare.,Non cercare in C107 il nucleo brillante tipico dei globulari compatti. Mantieni un ingrandimento basso o medio e proteggi l'adattamento al buio: il risultato migliore è la risoluzione diffusa dell'intero disco.,Estate boreale (inverno australe),Non realistico,Non realistico,Media,Media,Facile
caldwell-C108,"NGC 4372 è un globulare della Mosca che appare come un chiarore largo e debole presso la nebulosa oscura Dark Doodad. Una stella relativamente brillante nelle vicinanze può attirare l’occhio prima dell’ammasso. Il campo unisce quindi stelle, luce diffusa e una nube che oscura la Via Lattea retrostante.","C108 è largo ma oscurato dalla polvere del Sacco di Carbone. Osservalo alla massima altezza con un campo ampio: la visione distolta recupera l'alone debole, mentre troppa potenza ne diluisce rapidamente il contrasto.",Primavera boreale (autunno australe),Non realistico,Difficile,Media,Facile,Facile
caldwell-C109,"NGC 3195 è una nebulosa planetaria nel Camaleonte, molto a sud nel cielo. Il piccolo involucro di gas espulso dalla stella centrale può sembrare una stella dilatata in un telescopio medio. Dista circa 5.500 anni luce e fu scoperta da John Herschel nel 1835.","In C109 (NGC 3195) usa le dimensioni di 0,6′ per mantenere l'intera nebulosità nel campo prima di restringere l'inquadratura.",Primavera boreale (autunno australe),Non realistico,Non realistico,Difficile,Media,Facile
"ngc-NGC292","NGC 292, la Piccola Nube di Magellano, è una galassia nana irregolare nella costellazione del Tucano. Occupa circa cinque gradi di cielo: a occhio nudo appare come una nube staccata dalla Via Lattea, mentre binocoli e piccoli telescopi ne scompongono il profilo in campi stellari, ammassi e nebulosità.","Parti a occhio nudo sotto un cielo australe buio, poi usa un binocolo a grande campo; con il telescopio osserva singole regioni senza aspettarti di contenere l'intera galassia nello stesso campo.","Notti buie tra settembre e dicembre, meglio dall'emisfero australe","Media","Facile","Facile","Facile","Facile"
"ngc-NGC613","NGC 613 è una spirale barrata dello Scultore, compatta ma ricca di struttura. All'oculare si presenta prima come un alone ovale con nucleo marcato; la barra e gli inizi dei bracci richiedono apertura, trasparenza e osservazione prolungata.","Usa un ingrandimento medio per isolare il nucleo dall'alone di circa 5′; alterna visione diretta e distolta e non impiegare filtri nebulari.","Autunno, nelle notti senza Luna","Non realistico","Non realistico","Difficile","Media","Facile"
"ngc-NGC660","NGC 660 nei Pesci è una rara galassia ad anello polare vista obliquamente. Visivamente domina un fuso irregolare con centro debole; l'anello inclinato è un dettaglio a basso contrasto riservato a grandi aperture e cieli eccellenti.","Cercala a ingrandimento medio e lascia che la visione distolta ricostruisca l'alone allungato; aumenta solo quando il fondo cielo resta scuro.","Autunno, nelle notti senza Luna","Non realistico","Non realistico","Difficile","Media","Facile"
"ngc-NGC772","NGC 772 è una grande spirale non barrata dell'Ariete, resa asimmetrica da un braccio molto più sviluppato degli altri. In strumenti medi appare come un ovale diffuso con nucleo concentrato; il braccio deformato emerge soltanto con cielo scuro e grande apertura.","Inizia con un campo medio per riconoscere l'alone di circa 5′, poi prova ingrandimenti moderati sul lato più esteso usando la visione distolta.","Autunno, nelle notti senza Luna","Non realistico","Non realistico","Difficile","Media","Facile"
"ngc-NGC925","NGC 925 è una spirale barrata molto aperta nel Triangolo, ampia oltre 10′ e con luminosità superficiale modesta. Il nucleo è poco dominante: sotto un cielo mediocre la galassia può risultare assai più difficile di quanto suggerisca la magnitudine integrata.","Preferisci bassi ingrandimenti, pupilla d'uscita generosa e un campo ricco di stelle guida; muovi leggermente il tubo per far risaltare il tenue alone asimmetrico.","Autunno e inizio inverno, nelle notti senza Luna","Non realistico","Non realistico","Difficile","Media","Facile"
"ngc-NGC1023","NGC 1023 è una luminosa galassia lenticolare di Perseo, vista come un fuso regolare con nucleo intenso. Il disco si allunga per oltre 7′ e sfuma senza bracci visibili; una piccola compagna aderisce al margine orientale ma resta molto più difficile.","Con un piccolo telescopio centra il nucleo e usa un ingrandimento medio; in aperture maggiori segui le estremità affusolate e cerca la debole NGC 1023A sul bordo.","Autunno e inverno, nelle notti senza Luna","Non realistico","Difficile","Media","Facile","Facile"
"ngc-NGC1055","NGC 1055 è una spirale vista di taglio nella Balena. Il disco largo quasi 7′ appare come una lama spessa e leggermente incurvata; la fascia di polveri che ne rende irregolare un lato richiede un buon diametro e fondo cielo molto scuro.","Usa prima un ingrandimento medio per definire il fuso, poi sali gradualmente e confronta i due lati del disco alla ricerca dell'assorbimento asimmetrico.","Autunno e inverno, nelle notti senza Luna","Non realistico","Non realistico","Difficile","Media","Facile"
"ngc-NGC1232","NGC 1232 è una grande spirale quasi frontale nell'Eridano, disseminata di bracci e regioni di formazione stellare. La luce è però distribuita su quasi 7′: visualmente prevalgono un centro piccolo e un disco rotondeggiante molto tenue.","Osservala alla minima potenza utile sotto un cielo trasparente; dopo aver fissato il nucleo, usa la visione distolta per stimare fin dove si estende il disco.","Inverno, nelle notti senza Luna; favorita dalle latitudini meridionali","Non realistico","Non realistico","Difficile","Media","Facile"
"ngc-NGC1300","NGC 1300 è una spirale barrata dell'Eridano, celebre per la barra rettilinea e i due bracci che partono dalle sue estremità. All'oculare il nucleo e l'alone allungato sono accessibili prima della struttura a S, che resta un dettaglio impegnativo.","Prova un ingrandimento medio sul centro, quindi riducilo per includere l'intero profilo di circa 6′; una notte stabile aiuta a separare barra e nucleo.","Inverno, nelle notti senza Luna; favorita dalle latitudini meridionali","Non realistico","Non realistico","Difficile","Media","Facile"
"ngc-NGC1313","NGC 1313 è una spirale barrata irregolare del Reticolo, larga circa 11′ e segnata da zone di formazione stellare sparse. La magnitudine integrata è favorevole, ma il disco esteso e disordinato ha basso contrasto e premia soprattutto cieli australi limpidi.","Impiega un campo ampio e bassi ingrandimenti; cerca prima la barra e le condensazioni più luminose, poi ricostruisci i bordi irregolari con la visione distolta.","Notti senza Luna attorno alla culminazione, dall'emisfero australe","Non realistico","Difficile","Media","Facile","Facile"
"ngc-NGC1316","NGC 1316, Fornax A, è una grande galassia lenticolare peculiare nella Fornace e il membro dominante di un sottogruppo. Un nucleo brillante immerso in un vasto alone ovale è già visibile con piccoli strumenti; archi e polveri del passato tumultuoso sono assai più elusivi.","Mantieni inizialmente un campo largo per seguire l'alone di oltre 10′ e includere NGC 1317; usa poi più potenza per studiare il nucleo, senza filtri.","Inverno, nelle notti senza Luna; favorita dalle latitudini meridionali","Non realistico","Difficile","Facile","Facile","Facile"
